# page	repo path	line	text of that line when pinned	line before	line after
# Written by tools/check-site-pages.py --pin. Do not edit by hand.
_facts/authoring/text-and-fonts	fonts/regen.sh	38	python3 - "$here" <<'PY'		import sys, os
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/atlas.py	103	        adv_units = self.metrics["advances"].get(str(cp), self.metrics["missing"])		        advance = glyph_advance_px(adv_units, self.size)
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/atlas.py	111	        ImageDraw.Draw(tile).text((pad, pad), ch, font=self.font, fill=255)	        tile = Image.new("L", (tile_w, tile_h), 0)	        bbox = tile.getbbox()
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/cli.py	82	def load_font_manifest(path: str) -> dict:		    """fonts.json maps face -> {ttf: [candidate paths...], metrics: path}.
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/cli.py	122	        metrics = os.path.expanduser(spec["metrics"])	            )	        out[face] = {
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/fontgen.py	26	DEFAULT_CHARSET = (	# codepoint number cannot be corrupted by an editor.	    chr(32) + string.printable.strip()
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/fontgen.py	79	def build_metrics(ttf_path: str, family: str, weight: int, charset: str = DEFAULT_CHARSET) -> dict:		    em = 1000
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/pen.py	46	def slot_width(text, glyphs, kerns, letter_spacing=0):		    """Width in pixels of `text` under a baked font's tables.
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/pen.py	55	    fallback = glyphs.get(ord("?"))	    prev = None	    for ch in text:
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	182	    def _atlas_for(self, weight: int, size: int):		        bucket = "bold" if weight >= 600 else "regular"
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	183	        bucket = "bold" if weight >= 600 else "regular"	    def _atlas_for(self, weight: int, size: int):	        key = (bucket, size)
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	505	        builder, tex = self._atlas_for(cmd["weight"], cmd["size"])	        focus = self._focus_of(cmd)	        tint = self._gs_modulate_color(cmd["color"])
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	512	        # The same pen walk as layout's Font.layout(): kern before the	        spacing = cmd.get("letterSpacing", 0)	        # glyph, draw, then advance. Both hosts must place glyph n at
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	694	            builder, tex_index = self._atlas_for(sl["weight"], sl["size"])	        for sl in self.ir.get("slots", []):	            key = ("bold" if sl["weight"] >= 600 else "regular", sl["size"])
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/quads.py	696	            if key not in font_index:	            key = ("bold" if sl["weight"] >= 600 else "regular", sl["size"])	                # Full charset: every codepoint the metrics know.
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/rounding.py	12	def round_half_up(x: float) -> int:		    """floor(x + 0.5) — identical to Math.round for non-negative x and
_facts/authoring/text-and-fonts	packages/baker/ps2ui_bake/rounding.py	25	def kern_px(units: int, size: int) -> int:		    """Pixel kern between an ordered glyph pair.
_facts/authoring/text-and-fonts	packages/baker/tests/test_baker.py	2830	class TestCrossLanguagePen(unittest.TestCase):		    """Node and Python must place every glyph on the same pixel.
_facts/authoring/text-and-fonts	packages/layout/src/css.js	120	  lineHeight: { unit: 'number', value: 1.25 },	  fontWeight: 400,	  textAlign: 'left',
_facts/authoring/text-and-fonts	packages/layout/src/css.js	707	  'align-self': {	  },	    ok: ['auto', 'flex-start', 'flex-end', 'center', 'stretch'],
_facts/authoring/text-and-fonts	packages/layout/src/flex.js	100	    if (s.whiteSpace === 'nowrap') {	  const wrapAt = (f) => {	      return [{ text: box.text, width: f.measure(box.text, s.fontSize, s.letterSpacing) }];
_facts/authoring/text-and-fonts	packages/layout/src/flex.js	125	      && ctx.warnings && s.whiteSpace !== 'nowrap') {	  if (box.measureWeight != null && box.measureWeight !== baseWeight	    const plain = wrapAt(fonts.resolve(baseWeight));
_facts/authoring/text-and-fonts	packages/layout/src/flex.js	552	    if (s.whiteSpace === 'nowrap' && s.textOverflow === 'ellipsis') {	    // Ellipsize overflowing nowrap lines when asked to.	      const font = ctx.fonts.resolve(s.fontWeight);
_facts/authoring/text-and-fonts	packages/layout/src/flex.js	568	        lineHeight: t.lineH,	        width: l.width,	        ascent: t.font.ascentPx(s.fontSize),
_facts/authoring/text-and-fonts	packages/layout/src/index.js	34	// THREE LEVELS UP IS THE REPOSITORY ROOT, AND ONLY IN A CHECKOUT.		// Installed from npm this resolves to `<node_modules>/../fonts`, which
_facts/authoring/text-and-fonts	packages/layout/src/index.js	62	  resolve(weight) {	  }	    return weight >= 600 ? this.bold : this.regular;
_facts/authoring/text-and-fonts	packages/layout/src/index.js	65	  static fromDir(dir = DEFAULT_FONT_DIR) {	  }	    // The two filenames are fixed, which was documented nowhere -- not
_facts/authoring/text-and-fonts	packages/layout/src/index.js	87	   * Only the `metrics` paths are read -- `ttf` is the baker's business,	   *	   * since only the baker rasterizes. Paths resolve relative to the
_facts/authoring/text-and-fonts	packages/layout/src/index.js	94	  static fromManifest(path) {	   */	    let manifest;
_facts/authoring/text-and-fonts	packages/layout/src/index.js	111	      return loadFont(resolve(base, entry.metrics));	      }	    };
_facts/authoring/text-and-fonts	packages/layout/src/index.js	118	function missingFonts(dir, missing) {	/** What to tell someone whose font metrics are not where we looked. */	  return `no font metrics at ${missing}.\\n`
_facts/authoring/text-and-fonts	packages/layout/src/lint.js	216	    for (const ch of cmd.text) {	    }	      const cp = ch.codePointAt(0);
_facts/authoring/text-and-fonts	packages/layout/src/paint.js	146	      y: line.y + Math.floor(line.leading / 2),	      // Half-leading: the glyph box sits centered in the line box.	      text: line.text,
_facts/authoring/text-and-fonts	packages/layout/src/paint.js	149	      weight: paint.fontWeight,	      size: s.fontSize,	      letterSpacing: s.letterSpacing,
_facts/authoring/text-and-fonts	packages/layout/src/paint.js	196	      if (box.lines.length !== 1) {	      // static text commands. One line, enforced here.	        throw new Error(
_facts/authoring/text-and-fonts	packages/layout/src/text.js	16	export class Font {		  constructor(metrics) {
_facts/authoring/text-and-fonts	packages/layout/src/text.js	25	    this.missing = metrics.missing ?? metrics.advances['63'] ?? 500; // '?'	    this.kerning = metrics.kerning ?? {}; // { "cp1,cp2": units }	  }
_facts/authoring/text-and-fonts	packages/layout/src/text.js	28	  advanceUnits(cp) {		    return this.advances[String(cp)] ?? this.missing;
_facts/authoring/text-and-fonts	packages/layout/src/text.js	29	    return this.advances[String(cp)] ?? this.missing;	  advanceUnits(cp) {	  }
_facts/authoring/text-and-fonts	packages/layout/src/text.js	33	  glyphAdvance(cp, size) {	  /** Pixel advance of one glyph at a given px size. */	    return roundHalfUp(this.advanceUnits(cp) * size / 1000);
_facts/authoring/text-and-fonts	packages/layout/src/text.js	37	  /**		   * Pixel kern applied *before* `cp` because `prevCp` precedes it.
_facts/authoring/text-and-fonts	packages/layout/src/text.js	48	  kernPx(prevCp, cp, size) {	   */	    if (prevCp === null || prevCp === undefined) return 0;
_facts/authoring/text-and-fonts	packages/layout/src/text.js	63	  layout(str, size, letterSpacing = 0) {	   */	    const glyphs = [];
_facts/authoring/text-and-fonts	packages/layout/src/text.js	114	export function wrapText(str, font, size, maxWidth, letterSpacing = 0) {	 */	  const words = str.split(' ').filter((w) => w !== '');
_facts/authoring/text-and-fonts	packages/layout/src/text.js	126	  const joinCost = (left, right) =>	  // place the glyphs. `wrapping agrees with measure` proves it.	    font.kernPx(lastCp(left), 32, size)
_facts/authoring/text-and-fonts	packages/layout/src/text.js	160	export function ellipsize(str, font, size, maxWidth, letterSpacing = 0) {	 */	  const full = font.measure(str, size, letterSpacing);
_facts/authoring/text-and-fonts	packages/layout/src/text.js	183	export function resolveLineHeight(lineHeight, fontSize) {	/** Resolve line-height (px or unitless multiplier) to integral px. */	  if (lineHeight.unit === 'px') return roundHalfUp(lineHeight.value);
_facts/authoring/text-and-fonts	packages/layout/src/values.js	24	export function roundHalfUp(x) {	// floor(x + 0.5) so glyph advances agree between the two hosts.	  return Math.floor(x + 0.5);
_facts/authoring/theming	README.md	25	One blob, two themes, swapped on the console at runtime by		`ps2ui_theme_set`. No rebuild, no second asset set: a theme is a row of
_facts/authoring/theming	README.md	222	- Custom properties on `:root`, `var()`, and `@theme` for a second palette	- `overflow: hidden` (GS scissor), `display: none`	- `<img>`, see below
_facts/authoring/theming	packages/baker/ps2ui_bake/check.py	646	def print_tints(uib, path) -> None:		    """The tint table, one row per entry, one column per theme.
_facts/authoring/theming	packages/baker/ps2ui_bake/check.py	736	    if args.tints:		        print_tints(uib, args.uib)
_facts/authoring/theming	packages/baker/ps2ui_bake/cli.py	317	    if args.tints:		        names = ir.get("themes") or ["root"]
_facts/authoring/theming	packages/baker/ps2ui_bake/cli.py	365	            preview_mod.render(uib).save(args.preview)	        if args.preview:	            print(f"ps2ui-bake: preview -> {args.preview}", file=sys.stderr)
_facts/authoring/theming	packages/baker/ps2ui_bake/preview.py	126	def render(uib: UibFile, focus_current: int = None, background=(10, 14, 26, 255),		           slot_text: dict = None, screen=0, tex_fills: dict = None,
_facts/authoring/theming	packages/baker/ps2ui_bake/serve.py	752	    parser.add_argument("--theme", type=int, default=0, help="the theme row")	    parser.add_argument("--screen", metavar="NAME", help="the screen to open")	    parser.add_argument("--no-watch", action="store_true",
_facts/authoring/theming	packages/baker/ps2ui_bake/serve_page.html	123	    <label for="themeSel">Theme</label><select id="themeSel"></select>	    <label for="screenSel">Screen</label><select id="screenSel"></select>	    <label for="aspectSel">Aspect</label><select id="aspectSel"></select>
_facts/authoring/theming	packages/baker/ps2ui_bake/serve_page.html	586	    fillSelect($('themeSel'), themes, themes.map((i) => 'theme ' + i), st.theme);	  if (!prev || prev.themes !== st.themes || prev.theme !== st.theme)	  $('themeSel').disabled = (st.themes || 1) < 2;
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	197	    def _vector(rgba, themes):		        """One tuple per theme, index 0 being this colour's own value.
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	221	    def _tint(rgba, var=None, themes=None):		        # KEYED ON THE NAME WHEN THERE IS ONE. A role is what the author
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	262	            # n_tint is a u16, so 65535 entries is the ceiling and the	            i = len(tint_entries)	            # highest reachable index is 65534. A UI with more distinct
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	279	    # SLOTS TOO, and this seam has been the gap three times -- the design	            cmd_tints.append((0, 0))	    # missed it, the v7 fence missed it, and ps2ui_theme_set's first
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	372	    # rather than from "this writer keys on names", even though both are	    # THE BIT AND THE ROW THAT NEEDS IT, TOGETHER. Set from n_theme	    # now true, because the runtime consults it only to decide whether
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	377	    if n_theme > 1:	    # clear and stays byte-identical to what v7 wrote.	        feature_flags |= FEAT_ROLE_TINTS
_facts/authoring/theming	packages/baker/ps2ui_bake/uib.py	450	    for t in range(n_theme):	    # entry-major would make it a stride.	        for _var, vec in tint_entries:
_facts/authoring/theming	packages/layout/src/css.js	259	    let out = '';	    this.lineOf = [];	    while (!this.eof() && !chars.includes(this.peek())) {
_facts/authoring/theming	packages/layout/src/css.js	263	        if (end === -1) throw new Error(`css: line ${this.line}: unterminated comment`);	        const end = this.src.indexOf('*/', this.pos + 2);	        this.advance(end + 2 - this.pos);
_facts/authoring/theming	packages/layout/src/css.js	268	      out += this.peek();	      this.lineOf.push(this.line);	      this.advance();
_facts/authoring/theming	packages/layout/src/css.js	335	      const m = /^@theme\\s+([A-Za-z][A-Za-z0-9_-]*)\\s*$/.exec(head.trim());	      if (r.peek() === ';') { r.advance(); warnings.push(`css: line ${line}: at-rule "${head.trim()}" ignored`); continue; }	      if (m) {
_facts/authoring/theming	packages/layout/src/css.js	375	    // is cascade semantics this target does not have. Structural	    // meaning of that is "the initial value for every element", which	    // refusal beats a rule nobody can implement.
_facts/authoring/theming	packages/layout/src/css.js	377	    if (selText.trim() === ':root') {	    // refusal beats a rule nobody can implement.	      for (const d of declarations) {
_facts/authoring/theming	packages/layout/src/css.js	379	        if (!d.prop.startsWith('--')) {	      for (const d of declarations) {	          warnings.push(`css: line ${d.line}: ":root { ${d.prop}: ... }" is `
_facts/authoring/theming	packages/layout/src/css.js	385	        const col = parseColor(d.value);	        }	        if (!col) {
_facts/authoring/theming	packages/layout/src/css.js	407	      for (const d of declarations) {	      rules.push({ selector, declarations, line });	        if (d.prop.startsWith('--')) {
_facts/authoring/theming	packages/layout/src/css.js	418	  return { rules, warnings, vars, themeNames: ['root', ...themeBlocks.map((b) => b.name)] };	  if (themeBlocks.length) warnUnthemedLiterals(rules, warnings);	}
_facts/authoring/theming	packages/layout/src/css.js	421	// Properties whose value is a colour a theme could move.		const COLOUR_PROPS = new Set(['color', 'background', 'background-color',
_facts/authoring/theming	packages/layout/src/css.js	422	const COLOUR_PROPS = new Set(['color', 'background', 'background-color',	// Properties whose value is a colour a theme could move.	                              'border-color', 'border']);
_facts/authoring/theming	packages/layout/src/css.js	447	    if (ch === '(') depth++;	  for (const ch of value) {	    else if (ch === ')') depth--;
_facts/authoring/theming	packages/layout/src/css.js	494	// property this design turns on: a theme cannot half-move a colour,	// applied to the vector rather than to the first element. That is the	// because there is no code path that treats one theme's value
_facts/authoring/theming	packages/layout/src/css.js	501	// meant, and so ps2ui-check can print the table with something	// reaches the console; it exists so a human can say which index they	// readable beside each row.
_facts/authoring/theming	packages/layout/src/css.js	506	    if (seen.has(b.name)) {	  for (const b of blocks) {	      throw new Error(`css: line ${b.line}: @theme ${b.name} is declared twice`
_facts/authoring/theming	packages/layout/src/css.js	516	  // is uniform by construction rather than by check.	  // order, so vars.get(x).themes[i] is theme i for every x. The width	  for (let i = 0; i < blocks.length; i++) {
_facts/authoring/theming	packages/layout/src/css.js	521	      if (!d.prop.startsWith('--')) {	    for (const d of b.declarations) {	        throw new Error(`css: line ${d.line}: @theme ${b.name} { ${d.prop}: ... } `
_facts/authoring/theming	packages/layout/src/css.js	527	      if (!vars.has(d.prop)) {	      }	        throw new Error(`css: line ${d.line}: @theme ${b.name} defines ${d.prop}, `
_facts/authoring/theming	packages/layout/src/css.js	544	      if (!col) {	      const col = given.get(name);	        // Inherits :root's value, and says so. A silently half-
_facts/authoring/theming	packages/layout/src/css.js	579	const VAR_USE = /^var\\(\\s*(--[A-Za-z0-9_-]+)\\s*(,)?([^)]*)\\)$/;		
_facts/authoring/theming	packages/layout/src/css.js	586	export function resolveColorValue(value, vars, prop, line) {	 * therefore outside any theme -- see docs/design-p3b-theming.md 9.2. */	  const m = VAR_USE.exec(value.trim());
_facts/authoring/theming	packages/layout/src/css.js	601	  const [, name, comma, rest] = m;	  }	  if (comma) {
_facts/authoring/theming	packages/layout/src/css.js	611	  const def = vars && vars.get(name);	  }	  if (!def) {
_facts/authoring/theming	packages/layout/src/css.js	625	/** A literal's vector: the same colour in every theme. */		export function themeVector(rgba, vars) {
_facts/authoring/theming	packages/layout/src/css.js	631	export function themeCount(vars) {	/** How many themes this sheet declares, root included. Always >= 1. */	  if (!vars) return 1;
_facts/authoring/theming	packages/layout/src/css.js	853	        if (p.startsWith('var(')) {	        // arrive here in two pieces.	          const { rgba, varName, rgbaThemes } = resolveColorValue(p, vars, prop, line);
_facts/authoring/theming	packages/layout/src/index.js	231	  const themeNames = sheet.themeNames ?? ['root'];		  const { commands, focusables, slots, forLint } = buildDisplayList(
_facts/authoring/theming	packages/layout/src/index.js	269	  // too. The lint's own `rule` field already carries the distinction	  // trip: fix :root, rebuild, and only then discover light was broken	  // this comment was drawing in prose, so use it.
_facts/authoring/theming	packages/layout/src/index.js	276	  const lints = lintDocument(forLint, focus, lintOpts)	  // document EXCEPT the dynamic text -- 127 of them in opl-env.	    .map((l) => `${l.rule}: ${l.message}`);
_facts/authoring/theming	packages/layout/src/index.js	283	        if (seen.has(line)) continue;	      if (!COLOUR_LINTS.has(l.rule)) {	        seen.add(line);
_facts/authoring/theming	packages/layout/src/index.js	292	    canvas: {	    version: IR_VERSION,	      w: canvasW,
_facts/authoring/theming	packages/layout/src/paint.js	30	function foldAlpha(vec, opacity) {	// path here that names a row.	  if (!vec) return null;
_facts/authoring/theming	packages/layout/src/paint.js	41	function vectorOf(themes, rgba, varName, nThemes, what) {	// previewer all agree, and only the second theme row is wrong.	  if (themes) {
_facts/authoring/theming	packages/layout/src/paint.js	59	function paintOfBox(box, style, nThemes) {		  // The paint-relevant attributes of an element box under a given style,
_facts/authoring/theming	runtime/ps2ui.c	292	    if (ctx->hdr->n_theme > 1	     * documenting: the wrong render would be plausible. */	        && !(ctx->hdr->feature_flags & PS2UI_FEAT_ROLE_TINTS))
_facts/authoring/theming	runtime/ps2ui.c	739	int ps2ui_clut_set(ps2ui_ctx *ctx, GSGLOBAL *gs, unsigned clut_index,	 * re-sends 1,024 bytes of CT32 and leaves the atlas resident. */	                   const void *colors, unsigned ncolors)
_facts/authoring/theming	runtime/ps2ui.c	780	int ps2ui_theme_set(ps2ui_ctx *ctx, unsigned theme)		{
_facts/authoring/theming	runtime/ps2ui.h	62	#define PS2UI_FEAT_ROLE_TINTS   (1u << 4)	 * site, which is a layout change and not this slice. */	#define PS2UI_FEAT_KNOWN     (PS2UI_FEAT_DYNAMIC_TEXT | PS2UI_FEAT_KERNING \\
_facts/authoring/theming	runtime/ps2ui.h	359	     * THE BAKER SETS PS2UI_FEAT_ROLE_TINTS AND HAS SINCE P3b. This	     *	     * comment said the opposite -- "still 0 on every blob this
_facts/authoring/theming	runtime/ps2ui.h	429	/* The blob's counts are legal but the arena they add up to does not	#define PS2UI_ERR_BOUNDS     -4	 * fit this machine's address space. It stopped meaning "past a number
_facts/authoring/theming	runtime/ps2ui.h	564	 * caller handing a 16-entry palette to a 256-entry CLUT gets an erased	 * previous values. Consistent with ps2ui_upload, and worth stating: a	 * atlas, not a partial recolour.
_facts/authoring/theming	runtime/ps2ui.h	576	/* Select which row of the tint table commands and slots index into.		 *
_facts/authoring/theming	runtime/sample/main.c	2095	            if (frame && frame % 241 == 0) {	             * unmeasurable and the frame is free now. */	                unsigned n = ui.hdr->n_theme;
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	138	    ap.add_argument("--version", action="version",	    # else, so it cannot become the next number that disagrees.	                    version="ps2ui-bake %s" % __version__)
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	148	    ap.add_argument("--preview-display", default=None, metavar="PNG",	    ap.add_argument("--montage", default=None, help="write a PNG sheet of every focus state")	                    help="write the preview resampled to the panel's aspect. "
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	187	        name = os.path.splitext(os.path.basename(path))[0]	            return 1	        if any(n == name for n, _ in named_irs):
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	193	            print(f"warning (layout {name}): {w}", file=sys.stderr)	        for w in ir.get("warnings", []):	        named_irs.append((name, ir))
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	364	        if args.preview:	        uib = read_uib(args.out)  # replay what we wrote, not what we meant	            preview_mod.render(uib).save(args.preview)
_facts/authoring/video-modes	packages/baker/ps2ui_bake/cli.py	367	        if args.preview_display:	            print(f"ps2ui-bake: preview -> {args.preview}", file=sys.stderr)	            preview_mod.to_display_space(
_facts/authoring/video-modes	packages/baker/ps2ui_bake/preview.py	95	def display_size(uib: UibFile):		    """Frame size as the panel shows it. Anamorphic stretching is
_facts/authoring/video-modes	packages/baker/ps2ui_bake/preview.py	111	    target = display_size(uib)	    captures against the 1:1 render."""	    if target == img.size:
_facts/authoring/video-modes	packages/baker/ps2ui_bake/preview.py	126	def render(uib: UibFile, focus_current: int = None, background=(10, 14, 26, 255),		           slot_text: dict = None, screen=0, tex_fills: dict = None,
_facts/authoring/video-modes	packages/baker/ps2ui_bake/project.py	39	DEFAULTS = {	# ignored key is a setting the author believes is in effect.	    "screens": None,          # required
_facts/authoring/video-modes	packages/baker/ps2ui_bake/project.py	47	    "mode": None,	    "previewDisplay": None,	    "canvas": None,
_facts/authoring/video-modes	packages/baker/ps2ui_bake/project.py	223	    def set_out_override(self, out):		        """Point the build at a different blob, and move its
_facts/authoring/video-modes	packages/baker/ps2ui_bake/ps2ui.py	181	        if proj.mode:	        cmd += font_args(proj)	            cmd += ["--mode", proj.mode]
_facts/authoring/video-modes	packages/baker/ps2ui_bake/ps2ui.py	460	    b.add_argument("--mode", help="override the project's video mode")	    b.add_argument("project", nargs="?", default="ps2ui.json")	    b.add_argument("-o", "--out", help="override the project's output blob; "
_facts/authoring/video-modes	packages/baker/ps2ui_bake/quads.py	576	    def run_screens(self, named_irs) -> None:		        """Flatten several IRs into one blob (backlog F4).
_facts/authoring/video-modes	packages/baker/ps2ui_bake/serve.py	66	ASPECTS = ("framebuffer", "authored", "force-4:3", "force-16:9")	OPS = {0: "quad", 1: "texquad", 2: "scissor_push", 3: "scissor_pop"}	
_facts/authoring/video-modes	packages/baker/ps2ui_bake/serve.py	119	        self.aspect = "authored"	        self.theme = 0	        # Keyed per screen, for the same reason focus is: two screens
_facts/authoring/video-modes	packages/baker/ps2ui_bake/serve.py	203	    def set_aspect(self, mode):		        if mode not in ASPECTS:
_facts/authoring/video-modes	packages/baker/ps2ui_bake/serve.py	233	def render_png(uib, state):		    """One frame, as PNG bytes, in the state's aspect mode."""
_facts/authoring/video-modes	packages/baker/ps2ui_bake/serve_page.html	543	  /* Pixel aspect: how much wider a framebuffer pixel is drawn than it is	  for (const cmd of (st.commands || [])) counts[cmd.op] = (counts[cmd.op] || 0) + 1;	   * stored. The one number the old previewer never showed. */
_facts/authoring/video-modes	packages/baker/ps2ui_bake/vram.py	133	def default_budget(canvas_w: int, canvas_h: int) -> int:		    """Conservative texture budget: total VRAM minus THREE framebuffer-
_facts/authoring/video-modes	packages/baker/ps2ui_bake/vram.py	231	def report(textures, cluts, canvas_w: int, canvas_h: int, budget: int = None):		    """Compute the footprint. Returns (lines, total_bytes, budget, ok);
_facts/authoring/video-modes	packages/layout/bin/ps2ui-layout.js	44	    case '--canvas': canvas = args[++i]; break;	    case '-o': out = args[++i]; break;	    case '--mode': mode = args[++i]; break;
_facts/authoring/video-modes	packages/layout/bin/ps2ui-layout.js	88	if (mode) {	if (Object.keys(limits).length) options.limits = limits;	  if (!(mode in MODES)) usage(2);
_facts/authoring/video-modes	packages/layout/bin/ps2ui-layout.js	89	  if (!(mode in MODES)) usage(2);	if (mode) {	  options.canvasW = MODES[mode].w;
_facts/authoring/video-modes	packages/layout/bin/ps2ui-layout.js	94	if (aspectArg) options.displayAspect = parseAspect(aspectArg); // beats --mode	}	if (minFontSize !== null) {
_facts/authoring/video-modes	packages/layout/bin/ps2ui-layout.js	103	if (canvas) { // explicit --canvas beats --mode		  const m = /^(\\d+)x(\\d+)$/.exec(canvas);
_facts/authoring/video-modes	packages/layout/src/aspect.js	19	export function parseAspect(text) {	/** Parse "16:9" or "4:3" into [num, den]. Throws on anything else. */	  const m = /^(\\d+):(\\d+)$/.exec(String(text).trim());
_facts/authoring/video-modes	packages/layout/src/aspect.js	33	export function pixelAspect(canvasW, canvasH, [num, den]) {	/** Pixel aspect ratio: >1 means pixels draw wider than they are tall. */	  return (num / den) / (canvasW / canvasH);
_facts/authoring/video-modes	packages/layout/src/aspect.js	42	export function displaySize(canvasW, canvasH, [num, den]) {	 */	  return { w: Math.round(canvasH * (num / den)), h: canvasH };
_facts/authoring/video-modes	packages/layout/src/aspect.js	47	export const MODES = {	/** Video-mode presets. Canvas is the framebuffer; aspect is the panel. */	  ntsc: { w: 640, h: 448, aspect: [4, 3] },
_facts/authoring/video-modes	packages/layout/src/index.js	156	  const canvasW = options.canvasW ?? 640;	export function compile(htmlSrc, cssSrc, options = {}) {	  const canvasH = options.canvasH ?? 448;
_facts/authoring/video-modes	packages/layout/src/index.js	165	  const par = pixelAspect(canvasW, canvasH, displayAspect);	  const displayAspect = options.displayAspect ?? [4, 3];	  const fonts = options.fonts
_facts/authoring/video-modes	packages/layout/src/index.js	290	  return {		    version: IR_VERSION,
_facts/authoring/video-modes	packages/layout/src/lint.js	12	export const DEFAULT_LINT_OPTIONS = Object.freeze({		  canvasW: 640,
_facts/authoring/video-modes	packages/layout/src/lint.js	15	  // Title-safe area: 5% inset per side, derived from the canvas so PAL	  canvasH: 448,	  // (640x512) gets its own numbers (SMPTE ST 2046 is stricter; 5%
_facts/authoring/video-modes	packages/layout/src/lint.js	139	  if (opt.safeInsetX == null) opt.safeInsetX = Math.round(opt.canvasW * 0.05);	  const opt = { ...DEFAULT_LINT_OPTIONS, ...options };	  if (opt.safeInsetY == null) opt.safeInsetY = Math.round(opt.canvasH * 0.05);
_facts/authoring/video-modes	packages/layout/src/lint.js	154	  if (Math.abs(opt.par - 1) > opt.maxShapeDistortion) {	  // on a stretched display.	    const rounded = commands.filter((c) => c.op === 'rect' && c.radius > 0).length;
_facts/authoring/video-modes	packages/layout/src/lint.js	155	    const rounded = commands.filter((c) => c.op === 'rect' && c.radius > 0).length;	  if (Math.abs(opt.par - 1) > opt.maxShapeDistortion) {	    const images = commands.filter((c) => c.op === 'image').length;
_facts/authoring/video-modes	runtime/ps2ui.c	1493	uint32_t ps2ui_pixel_aspect_x1000(const ps2ui_ctx *ctx)		{
_facts/authoring/video-modes	runtime/ps2ui.h	84	    uint16_t canvas_w, canvas_h;	    uint16_t version, feature_flags;	    uint16_t n_tex, n_clut;
_facts/authoring/video-modes	runtime/ps2ui.h	105	    /* The aspect the panel shows the framebuffer at, as an exact ratio.	    uint16_t n_theme, pad0;	     * The GS framebuffer is not square-pixel here even at 4:3, and PS2
_facts/authoring/video-modes	runtime/ps2ui.h	685	/* Pixel aspect ratio the blob was authored for, x1000 to stay integral		 * (933 = 4:3 at 640x448, 1244 = 16:9). Above 1000 means pixels draw
_facts/authoring/vram-budget	CHANGELOG.md	1124	- **`ps2ui check` is given the settings `ps2ui build` was given.** One		  project, two commands that disagreed about the same numbers.
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/check.py	595	def check_vram(uib, rep: Report, budget=None) -> None:		    _lines, used, limit, ok = vram.report(uib.textures, uib.cluts,
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/check.py	600	    note = vram.budget_note(uib.canvas_w, uib.canvas_h) if budget is None else []	    # about whether the default is the problem.	    label = f"VRAM {used // 1024} KiB within budget {limit // 1024} KiB"
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/check.py	624	    if note and not ok:	    # look better tested than it is.	        for line in note:
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/check.py	712	    ap.add_argument("--version", action="version",	        description="Validate a baked .uib against what the C runtime assumes.")	                    version="ps2ui-check %s" % __version__)
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/cli.py	159	    ap.add_argument("--vram-budget", type=int, default=None, metavar="BYTES",	                         "each entry -- the half of it only the baker knows")	                    help="texture VRAM budget (default: 4 MiB minus a "
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/cli.py	284	    # VRAM accounting before writing anything: an over-budget UI should		    # die here with a breakdown, not on the console with an alloc error.
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/cli.py	286	    vlines, _vtotal, _vbudget, vok = vram.report(	    # die here with a breakdown, not on the console with an alloc error.	        flat.textures, flat.cluts, ir["canvas"]["w"], ir["canvas"]["h"],
_facts/authoring/vram-budget	packages/baker/ps2ui_bake/cli.py	351	    # The arena an integrator has to declare. Printed unconditionally		    # because ps2ui_load now takes it as an argument: without this
